,image_name,caption
1750,3742.png,a white and red ship
1751,4344.png,a train
1752,1955.png,a brown and white rabbit and a brown and orange orange fig
1753,5279.png,a brown rabbit
1754,6307.png,two brown and black monkeys
1755,2001.png,a brown snail on the hand
1756,0060.png,three brown and white giraffes
1757,2092.png,two brown and white monkeys on green grass
1758,5303.png,a grey seal
1759,1573.png,three people in blue and black clothes
1760,0239.png,a brown and white deer on green grass
1761,3621.png,two orange and yellow flowers
1762,3302.png,a child in white shirt is eating a yellow popsicle
1763,4303.png,two white cups with black lids
1764,6599.png,a brown and white rabbit
1765,0277.png,a man in white shirt and a brown cap is holding a brown snake
1766,2824.png,two halved yellow oranges on a blue plate
1767,5214.png,a white mushroom
1768,2517.png,two black and white zebras
1769,3017.png,a green and white frog
1770,4579.png,a brown and white dog with a red lid
1771,5129.png,a white and black sailboat
1772,5271.png,two grey and white monkeys on green grass
1773,1675.png,a child in red shirt and a black and white dog
1774,2109.png,a brown spoon with a red spoon in it
1775,4472.png,a yellow and black train
1776,1308.png,three black dogs on green grass
1777,5305.png,a white and black butterfly on pink flowers
1778,3429.png,a person in black and white clothes
1779,4859.png,a woman in green and white clothes and a black helmet
1780,3403.png,two brown and white and yellow balls
1781,2779.png,three halved oranges
1782,1349.png,a woman in black clothes and a black helmet is riding a brown horse
1783,3256.png,a woman in white clothes and a pink bag
1784,0459.png,a man in white shirt and a white and red hat is riding a white horse with a man in white shirt and a red hat
1785,8203.png,a grey and white bird
1786,5887.png,a man in white shirt riding a brown horse
1787,4527.png,two green and yellow trains
1788,3201.png,three brown and white birds
1789,8193.png,two brown ducks
1790,5866.png,a grey elephant
1791,5137.png,a white and grey cat on green grass
1792,0419.png,a football player in blue and white clothes is playing a white and black football
1793,3861.png,a green and yellow butterfly on green plants
1794,5959.png,a black car
1795,3647.png,a red eraser on a red object
1796,2578.png,a man in white shirt flying a red and black and white and black and yellow lobster
1797,5206.png,two brown deer
1798,5332.png,two brown goats on green grass
1799,6319.png,a bird
1800,6283.png,two monkeys
1801,1012.png,a white sign board with black characters on it
1802,5696.png,two white and brown sheep on the green grass
1803,6074.png,a person in blue clothes and a blue helmet is riding a blue and white and blue and black motorbike
1804,4136.png,two brown and white monkeys
1805,0045.png,a child in a green and white shirt with a grey elephant
1806,6330.png,two brown and white mushrooms
1807,3151.png,a yellow bag
1808,3337.png,two red and white mushrooms
1809,6416.png,a brown bird on a pine tree
1810,6153.png,a brown elephant with a colorful blanket
1811,4901.png,a person in black jacket with a red umbrella
1812,2523.png,two brown and white deer
1813,5413.png,a white car
1814,5470.png,a white sheep on green grass
1815,0588.png,a yellow and black and white truck and a man in black and yellow vest
1816,4215.png,two people in blue and red clothes and a person in black and white helmet are skiing on the white snow
1817,0990.png,three pots with colorful patterns
1818,2543.png,a person in red shirt and a red helmet is holding a yellow object and a yellow object
1819,1016.png,a black and white and brown turtle
1820,4069.png,two white polar bears
1821,2365.png,a blue and white shower curtain
1822,5910.png,a brown and grey bench
1823,7023.png,two brown dogs
1824,6489.png,two elephants
1825,5739.png,two white sheep
1826,0949.png,two grey pots
1827,0104.png,two brown dogs on green grass
1828,0451.png,a grey and white and grey rabbit
1829,0671.png,a yellow and green pineapple
1830,2791.png,an orange butterfly with a white and brown snail on green plants
1831,5854.png,two brown and white and grey pigs in dry grass
1832,2694.png,two white ducks with white beaks
1833,5598.png,two brown deer
1834,5788.png,a grey and white monkey
1835,1133.png,two people in golden and brown clothes and a man in brown and yellow clothes and a black and yellow hat
1836,5859.png,"three people in red and black and orange clothes, and a blue and red helmet are skiing on the white snow"
1837,0327.png,two men in white and red and black clothes and a white football
1838,2124.png,three red insect with black spots
1839,4392.png,a train
1840,3445.png,a red and white and yellow pair of orange and white and black and orange pencils
1841,1786.png,two black hippos
1842,6475.png,a purple and purple flower
1843,2917.png,a white and brown dog with a blue collar and a pink and blue and white dog
1844,1115.png,a white and red sign board with black characters on it
1845,0440.png,a man in black clothes and a black hat riding a brown and brown horse
1846,4615.png,a brown rock
1847,0594.png,two grey and brown cats
1848,0329.png,two red refrigerators
1849,2744.png,a red pomegranate
1850,8199.png,a white and brown fig
1851,2477.png,a woman in pink swimsuit
1852,4801.png,two white pots
1853,6286.png,two brown and white dogs
1854,9038.png,a brown and white bird
1855,4861.png,a doll in a pink and white crown
1856,1723.png,two black boars
1857,2899.png,a white and blue cup with a blue and red pattern
1858,3420.png,a pink and white pair of pink and white and black pencils
1859,5289.png,a pink and green insect on a green leaf
1860,1301.png,a person in white helmet is riding a motorbike
1861,8062.png,a brown lizard on dry grass
1862,5717.png,a brown cat
1863,4062.png,a brown horse beside a white and brown horse on the green grass
1864,4432.png,a brown camel lying on the ground
1865,3265.png,a hippo in the water
1866,4903.png,a woman in black and white clothes holding a pink and white umbrella
1867,0387.png,a white and black horse with a white and black carriage beside it
1868,5451.png,a black and brown dog
1869,1826.png,two white and brown birds
1870,7006.png,a green and yellow butterfly on a green leaf
1871,2754.png,a bird on a chain
1872,5993.png,a grey and white and grey and grey and grey rabbit
1873,1411.png,a black dog on the car
1874,4587.png,a brown dog beside a red and black and brown dog
1875,1223.png,a brown bear with a woman in red and black clothes
1876,1304.png,two monkeys on a branch
1877,0568.png,two white cars
1878,5447.png,a man in green and green clothes is holding a green and green lizard
1879,4652.png,a white and reddish brown tower
1880,3786.png,two people in white clothes and a white and black dog in a white boat
1881,3616.png,a white cup with colorful patterns on it
1882,3231.png,brown brown biscuits
1883,5412.png,a person in black and grey clothes is skiing on the white snow
1884,4324.png,two brown and black and white brown and black cats
1885,2399.png,a brown snail on the reddish brown surface
1886,2304.png,a brown and white dog
1887,5021.png,two hippos
1888,0068.png,a white and grey and brown cat with a yellow butterfly on its neck
1889,4601.png,two red and green and yellow pots
1890,3193.png,two white and blue golf balls
1891,2305.png,a brown and orange and white flowerpot with green plants
1892,2363.png,a brown castle
1893,3062.png,two white and black birds with green beaks
1894,4216.png,two white and brown bears
1895,2585.png,two people riding bikes
1896,1548.png,a woman in a blue shirt and a yellow hat
1897,8035.png,a black and white and brown frog
1898,5651.png,a man in white shirt riding a brown horse
1899,1073.png,a white and black sign board with colorful patterns
1900,2314.png,a child in a blue shirt is holding a black and white object
1901,1245.png,a man and a woman are riding brown horses
1902,0330.png,a man in a brown and white hat and a brown and black carriage with a brown horse on it
1903,5159.png,a brown butterfly with white spots is on purple flowers
1904,6055.png,a black and white butterfly with white spots is on green grass
1905,5799.png,a red car
1906,2799.png,a brown and black insect on a green leaf
1907,0324.png,a grey and white and black bird with a yellow and white and black and yellow and red crown
1908,3032.png,three brown and black ducks
1909,3230.png,two black and red and white and red balls
1910,0089.png,two grey elephants
1911,3172.png,a brown and white mouse
1912,3675.png,a blue and yellow bag next to a black and white bag with colorful patterns
1913,2867.png,a green and white pot
1914,8207.png,a white and grey statue of a man in white shirt and white clothes
1915,6621.png,a black and brown dog with a red ball
1916,4243.png,a black hippo with a blue and yellow and red ball
1917,5002.png,a brown and black butterfly on white flowers
1918,4594.png,a black and white dog on grass
1919,3001.png,two yellow lemons
1920,1652.png,two brown monkeys on grass
1921,2069.png,two white and grey dogs on green grass
1922,6437.png,two grey elephants
1923,3655.png,a brown and black football
1924,4583.png,two brown dogs
1925,6090.png,a woman in a red and white and black clothes is riding a brown horse on green grass
1926,2338.png,three white and grey white and blackfishs
1927,3693.png,two white sailboats
1928,5745.png,a brown snail shell
1929,1852.png,a brown nail with a black comb
1930,5625.png,a white and blue bowl with white and brown food in it
1931,1624.png,a black and white ball and a black and white ball
1932,5699.png,a red and yellow flower
1933,1942.png,two brown and white and grey monkeys
